#T(K) viscosity SVP(Pa*s)	viscosity 4.4atm(Pa*s)	Source: Donnelly (SVP) and Goodwin (4.4atm), polynomial fit between 2.15 and 2.3K
3.799	3.42E-06	3.95E-06
3.8	3.42E-06	3.95E-06
3.801	3.42E-06	3.95E-06
3.802	3.42E-06	3.95E-06
3.803	3.42E-06	3.95E-06
3.804	3.42E-06	3.95E-06
3.805	3.42E-06	3.95E-06
3.806	3.42E-06	3.95E-06
3.807	3.42E-06	3.95E-06
3.808	3.42E-06	3.95E-06
3.809	3.41E-06	3.95E-06
3.81	3.41E-06	3.94E-06
3.811	3.41E-06	3.94E-06
3.812	3.41E-06	3.94E-06
3.813	3.41E-06	3.94E-06
3.814	3.41E-06	3.94E-06
3.815	3.41E-06	3.94E-06
3.816	3.41E-06	3.94E-06
3.817	3.41E-06	3.94E-06
3.818	3.41E-06	3.94E-06
3.819	3.41E-06	3.94E-06
3.82	3.41E-06	3.94E-06
3.821	3.41E-06	3.94E-06
3.822	3.41E-06	3.94E-06
3.823	3.41E-06	3.93E-06
3.824	3.41E-06	3.93E-06
3.825	3.40E-06	3.93E-06
3.826	3.40E-06	3.93E-06
3.827	3.40E-06	3.93E-06
3.828	3.40E-06	3.93E-06
3.829	3.40E-06	3.93E-06
3.83	3.40E-06	3.93E-06
3.831	3.40E-06	3.93E-06
3.832	3.40E-06	3.93E-06
3.833	3.40E-06	3.93E-06
3.834	3.40E-06	3.93E-06
3.835	3.40E-06	3.93E-06
3.836	3.40E-06	3.92E-06
3.837	3.40E-06	3.92E-06
3.838	3.40E-06	3.92E-06
3.839	3.40E-06	3.92E-06
3.84	3.40E-06	3.92E-06
3.841	3.39E-06	3.92E-06
3.842	3.39E-06	3.92E-06
3.843	3.39E-06	3.92E-06
3.844	3.39E-06	3.92E-06
3.845	3.39E-06	3.92E-06
3.846	3.39E-06	3.92E-06
3.847	3.39E-06	3.92E-06
3.848	3.39E-06	3.91E-06
3.849	3.39E-06	3.91E-06
3.85	3.39E-06	3.91E-06
3.851	3.39E-06	3.91E-06
3.852	3.39E-06	3.91E-06
3.853	3.39E-06	3.91E-06
3.854	3.39E-06	3.91E-06
3.855	3.39E-06	3.91E-06
3.856	3.39E-06	3.91E-06
3.857	3.39E-06	3.91E-06
3.858	3.39E-06	3.91E-06
3.859	3.39E-06	3.91E-06
3.86	3.39E-06	3.91E-06
3.861	3.39E-06	3.90E-06
3.862	3.38E-06	3.90E-06
3.863	3.38E-06	3.90E-06
3.864	3.38E-06	3.90E-06
3.865	3.38E-06	3.90E-06
3.866	3.38E-06	3.90E-06
3.867	3.38E-06	3.90E-06
3.868	3.38E-06	3.90E-06
3.869	3.38E-06	3.90E-06
3.87	3.38E-06	3.90E-06
3.871	3.38E-06	3.90E-06
3.872	3.38E-06	3.90E-06
3.873	3.38E-06	3.89E-06
3.874	3.38E-06	3.89E-06
3.875	3.38E-06	3.89E-06
3.876	3.38E-06	3.89E-06
3.877	3.38E-06	3.89E-06
3.878	3.38E-06	3.89E-06
3.879	3.38E-06	3.89E-06
3.88	3.38E-06	3.89E-06
3.881	3.38E-06	3.89E-06
3.882	3.38E-06	3.89E-06
3.883	3.38E-06	3.89E-06
3.884	3.38E-06	3.89E-06
3.885	3.38E-06	3.88E-06
3.886	3.38E-06	3.88E-06
3.887	3.38E-06	3.88E-06
3.888	3.38E-06	3.88E-06
3.889	3.37E-06	3.88E-06
3.89	3.37E-06	3.88E-06
3.891	3.37E-06	3.88E-06
3.892	3.37E-06	3.88E-06
3.893	3.37E-06	3.88E-06
3.894	3.37E-06	3.88E-06
3.895	3.37E-06	3.88E-06
3.896	3.37E-06	3.88E-06
3.897	3.37E-06	3.87E-06
3.898	3.37E-06	3.87E-06
3.899	3.37E-06	3.87E-06
3.9	3.37E-06	3.87E-06
3.901	3.37E-06	3.87E-06
3.902	3.37E-06	3.87E-06
3.903	3.37E-06	3.87E-06
3.904	3.37E-06	3.87E-06
3.905	3.37E-06	3.87E-06
3.906	3.37E-06	3.87E-06
3.907	3.37E-06	3.87E-06
3.908	3.37E-06	3.87E-06
3.909	3.37E-06	3.86E-06
3.91	3.36E-06	3.86E-06
3.911	3.36E-06	3.86E-06
3.912	3.36E-06	3.86E-06
3.913	3.36E-06	3.86E-06
3.914	3.36E-06	3.86E-06
3.915	3.36E-06	3.86E-06
3.916	3.36E-06	3.86E-06
3.917	3.36E-06	3.86E-06
3.918	3.36E-06	3.86E-06
3.919	3.36E-06	3.86E-06
3.92	3.36E-06	3.85E-06
3.921	3.36E-06	3.85E-06
3.922	3.36E-06	3.85E-06
3.923	3.36E-06	3.85E-06
3.924	3.36E-06	3.85E-06
3.925	3.36E-06	3.85E-06
3.926	3.35E-06	3.85E-06
3.927	3.35E-06	3.85E-06
3.928	3.35E-06	3.85E-06
3.929	3.35E-06	3.85E-06
3.93	3.35E-06	3.85E-06
3.931	3.35E-06	3.85E-06
3.932	3.35E-06	3.84E-06
3.933	3.35E-06	3.84E-06
3.934	3.35E-06	3.84E-06
3.935	3.35E-06	3.84E-06
3.936	3.35E-06	3.84E-06
3.937	3.35E-06	3.84E-06
3.938	3.35E-06	3.84E-06
3.939	3.35E-06	3.84E-06
3.94	3.35E-06	3.84E-06
3.941	3.35E-06	3.84E-06
3.942	3.34E-06	3.84E-06
3.943	3.34E-06	3.84E-06
3.944	3.34E-06	3.83E-06
3.945	3.34E-06	3.83E-06
3.946	3.34E-06	3.83E-06
3.947	3.34E-06	3.83E-06
3.948	3.34E-06	3.83E-06
3.949	3.34E-06	3.83E-06
3.95	3.34E-06	3.83E-06
3.951	3.34E-06	3.83E-06
3.952	3.34E-06	3.83E-06
3.953	3.34E-06	3.83E-06
3.954	3.34E-06	3.83E-06
3.955	3.34E-06	3.82E-06
3.956	3.34E-06	3.82E-06
3.957	3.34E-06	3.82E-06
3.958	3.34E-06	3.82E-06
3.959	3.34E-06	3.82E-06
3.96	3.34E-06	3.82E-06
3.961	3.33E-06	3.82E-06
3.962	3.33E-06	3.82E-06
3.963	3.33E-06	3.82E-06
3.964	3.33E-06	3.82E-06
3.965	3.33E-06	3.82E-06
3.966	3.33E-06	3.81E-06
3.967	3.33E-06	3.81E-06
3.968	3.33E-06	3.81E-06
3.969	3.33E-06	3.81E-06
3.97	3.33E-06	3.81E-06
3.971	3.33E-06	3.81E-06
3.972	3.33E-06	3.81E-06
3.973	3.33E-06	3.81E-06
3.974	3.33E-06	3.81E-06
3.975	3.33E-06	3.81E-06
3.976	3.33E-06	3.81E-06
3.977	3.33E-06	3.80E-06
3.978	3.33E-06	3.80E-06
3.979	3.33E-06	3.80E-06
3.98	3.33E-06	3.80E-06
3.981	3.33E-06	3.80E-06
3.982	3.33E-06	3.80E-06
3.983	3.33E-06	3.80E-06
3.984	3.33E-06	3.80E-06
3.985	3.33E-06	3.80E-06
3.986	3.32E-06	3.80E-06
3.987	3.32E-06	3.80E-06
3.988	3.32E-06	3.80E-06
3.989	3.32E-06	3.79E-06
3.99	3.32E-06	3.79E-06
3.991	3.32E-06	3.79E-06
3.992	3.32E-06	3.79E-06
3.993	3.32E-06	3.79E-06
3.994	3.32E-06	3.79E-06
3.995	3.32E-06	3.79E-06
3.996	3.32E-06	3.79E-06
3.997	3.32E-06	3.79E-06
3.998	3.32E-06	3.79E-06
3.999	3.32E-06	3.79E-06
4	3.32E-06	3.78E-06
4.001	3.32E-06	3.78E-06
4.002	3.32E-06	3.78E-06
4.003	3.32E-06	3.78E-06
4.004	3.32E-06	3.78E-06
4.005	3.32E-06	3.78E-06
4.006	3.32E-06	3.78E-06
4.007	3.32E-06	3.78E-06
4.008	3.32E-06	3.78E-06
4.009	3.32E-06	3.78E-06
4.01	3.32E-06	3.78E-06
4.011	3.32E-06	3.77E-06
4.012	3.32E-06	3.77E-06
4.013	3.32E-06	3.77E-06
4.014	3.31E-06	3.77E-06
4.015	3.31E-06	3.77E-06
4.016	3.31E-06	3.77E-06
4.017	3.31E-06	3.77E-06
4.018	3.31E-06	3.77E-06
4.019	3.31E-06	3.77E-06
4.02	3.31E-06	3.77E-06
4.021	3.31E-06	3.76E-06
4.022	3.31E-06	3.76E-06
4.023	3.31E-06	3.76E-06
4.024	3.31E-06	3.76E-06
4.025	3.31E-06	3.76E-06
4.026	3.31E-06	3.76E-06
4.027	3.31E-06	3.76E-06
4.028	3.31E-06	3.76E-06
4.029	3.31E-06	3.76E-06
4.03	3.31E-06	3.76E-06
4.031	3.31E-06	3.76E-06
4.032	3.31E-06	3.75E-06
4.033	3.31E-06	3.75E-06
4.034	3.31E-06	3.75E-06
4.035	3.31E-06	3.75E-06
4.036	3.31E-06	3.75E-06
4.037	3.31E-06	3.75E-06
4.038	3.30E-06	3.75E-06
4.039	3.30E-06	3.75E-06
4.04	3.30E-06	3.75E-06
4.041	3.30E-06	3.75E-06
4.042	3.30E-06	3.75E-06
4.043	3.30E-06	3.74E-06
4.044	3.30E-06	3.74E-06
4.045	3.30E-06	3.74E-06
4.046	3.30E-06	3.74E-06
4.047	3.30E-06	3.74E-06
4.048	3.30E-06	3.74E-06
4.049	3.30E-06	3.74E-06
4.05	3.30E-06	3.74E-06
4.051	3.30E-06	3.74E-06
4.052	3.30E-06	3.74E-06
4.053	3.30E-06	3.74E-06
4.054	3.30E-06	3.73E-06
4.055	3.30E-06	3.73E-06
4.056	3.30E-06	3.73E-06
4.057	3.30E-06	3.73E-06
4.058	3.30E-06	3.73E-06
4.059	3.30E-06	3.73E-06
4.06	3.30E-06	3.73E-06
4.061	3.30E-06	3.73E-06
4.062	3.30E-06	3.73E-06
4.063	3.29E-06	3.73E-06
4.064	3.29E-06	3.72E-06
4.065	3.29E-06	3.72E-06
4.066	3.29E-06	3.72E-06
4.067	3.29E-06	3.72E-06
4.068	3.29E-06	3.72E-06
4.069	3.29E-06	3.72E-06
4.07	3.29E-06	3.72E-06
4.071	3.29E-06	3.72E-06
4.072	3.29E-06	3.72E-06
4.073	3.29E-06	3.72E-06
4.074	3.29E-06	3.72E-06
4.075	3.29E-06	3.71E-06
4.076	3.29E-06	3.71E-06
4.077	3.29E-06	3.71E-06
4.078	3.29E-06	3.71E-06
4.079	3.29E-06	3.71E-06
4.08	3.29E-06	3.71E-06
4.081	3.29E-06	3.71E-06
4.082	3.29E-06	3.71E-06
4.083	3.29E-06	3.71E-06
4.084	3.29E-06	3.71E-06
4.085	3.29E-06	3.70E-06
4.086	3.29E-06	3.70E-06
4.087	3.29E-06	3.70E-06
4.088	3.28E-06	3.70E-06
4.089	3.28E-06	3.70E-06
4.09	3.28E-06	3.70E-06
4.091	3.28E-06	3.70E-06
4.092	3.28E-06	3.70E-06
4.093	3.28E-06	3.70E-06
4.094	3.28E-06	3.70E-06
4.095	3.28E-06	3.69E-06
4.096	3.28E-06	3.69E-06
4.097	3.28E-06	3.69E-06
4.098	3.28E-06	3.69E-06
4.099	3.28E-06	3.69E-06
4.1	3.28E-06	3.69E-06
4.101	3.28E-06	3.69E-06
4.102	3.28E-06	3.69E-06
4.103	3.28E-06	3.69E-06
4.104	3.28E-06	3.69E-06
4.105	3.28E-06	3.69E-06
4.106	3.28E-06	3.68E-06
4.107	3.28E-06	3.68E-06
4.108	3.28E-06	3.68E-06
4.109	3.28E-06	3.68E-06
4.11	3.28E-06	3.68E-06
4.111	3.28E-06	3.68E-06
4.112	3.28E-06	3.68E-06
4.113	3.27E-06	3.68E-06
4.114	3.27E-06	3.68E-06
4.115	3.27E-06	3.68E-06
4.116	3.27E-06	3.67E-06
4.117	3.27E-06	3.67E-06
4.118	3.27E-06	3.67E-06
4.119	3.27E-06	3.67E-06
4.12	3.27E-06	3.67E-06
4.121	3.27E-06	3.67E-06
4.122	3.27E-06	3.67E-06
4.123	3.27E-06	3.67E-06
4.124	3.27E-06	3.67E-06
4.125	3.27E-06	3.67E-06
4.126	3.27E-06	3.66E-06
4.127	3.27E-06	3.66E-06
4.128	3.27E-06	3.66E-06
4.129	3.27E-06	3.66E-06
4.13	3.27E-06	3.66E-06
4.131	3.27E-06	3.66E-06
4.132	3.27E-06	3.66E-06
4.133	3.27E-06	3.66E-06
4.134	3.27E-06	3.66E-06
4.135	3.27E-06	3.66E-06
4.136	3.27E-06	3.65E-06
4.137	3.27E-06	3.65E-06
4.138	3.26E-06	3.65E-06
4.139	3.26E-06	3.65E-06
4.14	3.26E-06	3.65E-06
4.141	3.26E-06	3.65E-06
4.142	3.26E-06	3.65E-06
4.143	3.26E-06	3.65E-06
4.144	3.26E-06	3.65E-06
4.145	3.26E-06	3.65E-06
4.146	3.26E-06	3.65E-06
4.147	3.26E-06	3.64E-06
4.148	3.26E-06	3.64E-06
4.149	3.26E-06	3.64E-06
4.15	3.26E-06	3.64E-06
4.151	3.26E-06	3.64E-06
4.152	3.26E-06	3.64E-06
4.153	3.26E-06	3.64E-06
4.154	3.26E-06	3.64E-06
4.155	3.26E-06	3.64E-06
4.156	3.26E-06	3.64E-06
4.157	3.26E-06	3.63E-06
4.158	3.26E-06	3.63E-06
4.159	3.26E-06	3.63E-06
4.16	3.26E-06	3.63E-06
4.161	3.26E-06	3.63E-06
4.162	3.26E-06	3.63E-06
4.163	3.25E-06	3.63E-06
4.164	3.25E-06	3.63E-06
4.165	3.25E-06	3.63E-06
4.166	3.25E-06	3.63E-06
4.167	3.25E-06	3.62E-06
4.168	3.25E-06	3.62E-06
4.169	3.25E-06	3.62E-06
4.17	3.25E-06	3.62E-06
4.171	3.25E-06	3.62E-06
4.172	3.25E-06	3.62E-06
4.173	3.25E-06	3.62E-06
4.174	3.25E-06	3.62E-06
4.175	3.25E-06	3.62E-06
4.176	3.25E-06	3.62E-06
4.177	3.25E-06	3.61E-06
4.178	3.25E-06	3.61E-06
4.179	3.25E-06	3.61E-06
4.18	3.25E-06	3.61E-06
4.181	3.25E-06	3.61E-06
4.182	3.25E-06	3.61E-06
4.183	3.25E-06	3.61E-06
4.184	3.25E-06	3.61E-06
4.185	3.25E-06	3.61E-06
4.186	3.25E-06	3.61E-06
4.187	3.25E-06	3.60E-06
4.188	3.24E-06	3.60E-06
4.189	3.24E-06	3.60E-06
4.19	3.24E-06	3.60E-06
4.191	3.24E-06	3.60E-06
4.192	3.24E-06	3.60E-06
4.193	3.24E-06	3.60E-06
4.194	3.24E-06	3.60E-06
4.195	3.24E-06	3.60E-06
4.196	3.24E-06	3.60E-06
4.197	3.24E-06	3.59E-06
4.198	3.24E-06	3.59E-06
4.199	3.24E-06	3.59E-06
